longitude;latitude;Road name;Culvert material;Overall condition;Height (in.);Width (in.);Length (ft.);Culvert type
-72.213976467;44.217673606;POWER HOUSE RD;Steel Corrugated;Fair;12;12;27;Round
-72.412612903;44.435108078;BLAKE HILL RD;Steel Corrugated;Fair;18;18;35;Round
-71.636803199;45.002060776;DUBEAU RD;Steel Corrugated;Good;24;24;20;Round
-73.288573;44.278756;DEER POINT RD;Steel Corrugated;Poor;15;15;30;Round
-72.216689889;44.223341292;GOODFELLOW RD;Steel Corrugated;Good;12;12;45;Round
-72.935734349;43.608649754;CLARK MASON RD;"Pipe, Plastic";Good;12;12;32;Round
-72.13199542;44.311788721;MCLAM LN;Steel Corrugated;Excellent;15;15;35;Round
-72.633598;43.956056;HEBARD HILL RD;Plastic Corrugated;Good;15;15;32;Round
-72.232923761;44.08827589;STRYKER RD;Steel Corrugated;Fair;12;12;30;Round
-73.251317594;43.965710762;WEST ST;Plastic Smooth;Excellent;60;60;50;Round
-72.502733;43.528117;DUGDALE RD;"Pipe, Plastic";Good;15;15;20;Round
-71.916508023;44.400808773;OLD COUNTY RD N;Steel Corrugated;Good;12;12;40;Round
-72.701770365;43.488372881;SCOUT CAMP RD;Plastic Corrugated;Excellent;18;18;45;Round
-72.690682338;43.366050194;S HILL RD;Steel Corrugated;Good;24;24;36;Round
-72.726731034;43.169376994;WINDHAM HILL RD;Steel Corrugated;Good;15;15;80;Round
-73.164265015;44.364207386;SHELBURNE HINESBURG RD;Steel Corrugated;Unknown;24;24;50;Round
-71.880017059;44.81468935;MILL ST;Steel Corrugated;Good;0;0;0;Drop Inlet
-71.981777092;44.656735446;E RIDGE RD;Steel Corrugated;Good;12;12;38;Round
-73.218886842;43.261522132;YOULIN RD;Plastic Smooth;Good;24;24;20;Round
-72.505909846;43.628879413;E WOODSTOCK RD;Plastic Smooth;Good;24;24;24;Drop Inlet
-72.71341603;43.47426228;TATRO RD;Steel Corrugated;Fair;12;12;20;Round
-72.4574;43.47135;BROOK RD;Plastic Corrugated;Good;36;36;30;Round
-72.553783462;43.568744779;FLETCHER HILL RD;Steel Corrugated;Fair;18;18;40;Round
-72.985719722;44.541649967;SAWMILL RD;"Pipe, Plastic";Good;18;18;35;Round
-73.118592418;43.108580142;SUNDERLAND HILL RD;Other;Unknown;24;24;36;Round
-73.281413517;44.026378627;MOUNTAIN RD;Steel Corrugated;Poor;18;18;35;Round
-72.465114406;43.401521571;GRAVELIN RD;Steel Corrugated;Good;18;18;32;Round
-72.198233936;44.410904359;LEMAY RD;Steel Corrugated;Excellent;12;12;40;Round
-71.60226066;44.803416273;CROSS RD;Steel Corrugated;Good;18;18;30;Round
-72.457861775;44.425296847;CRANBERRY MEADOW RD;Steel Corrugated;Good;30;30;24;Round
-73.207587057;42.970955314;VT ROUTE 7A;"Aluminum, wrought iron, or cast iron";Poor;24;24;36;Round
-73.058920395;44.571374302;OLD STAGE RD;Steel Corrugated;Poor;12;12;54;Round
-72.08441099;44.765814898;PEENE HILL RD;Plastic Smooth;Good;24;24;39;Round
-72.45891614;43.086631207;WESTMINSTER HEIGHTS RD;Unknown;Unknown;1;1;1;Unknown
-72.573832296;42.981796709;OVERHILLS;Plastic Smooth;Excellent;18;18;45;Round
-72.704203742;43.43177287;SEARS FARM RD;Steel Corrugated;Good;12;12;28;Round
-72.74265488;43.53519905;TOWN OFFICE RD;Steel Corrugated;Fair;15;15;40;Round
-72.134683848;44.213092035;WITHERSPOON RD;Steel Corrugated;Good;12;12;56;Round
-72.67567622;42.948052904;GRIMES HILL RD;Steel Corrugated;Critical;15;15;30;Round
-71.857742656;44.431881673;ROYALSTON CORNER RD;"Pipe, Plastic";Good;18;18;30;Round
-72.434693;44.458166;COUNTY RD;Steel Corrugated;Fair;15;15;35;Round
-73.276827645;43.782869864;BURKE RD;Plastic Corrugated;Excellent;18;18;40;Round
-73.267127091;43.594807793;N PARK PL;Unknown;Unknown;0;0;73;Drop Inlet
-72.840317386;43.248632833;REILLY RD;Steel Corrugated;Poor;15;15;30;Round
-72.550686129;43.461018221;TYSON RD;Plastic Corrugated;Good;15;15;70;Round
-72.178037409;44.897906633;PINE HILL RD;Steel Corrugated;Excellent;18;18;30;Round
-73.211577967;43.9541298;LAMBERT LN;Plastic Smooth;Poor;12;12;30;Round
-72.392331969;43.699008343;WILDLIFE RD;"Pipe, Plastic";Good;15;15;40;Round
-72.552106314;43.011644131;BROOK RD;Steel Corrugated;Fair;18;18;20;Round
-72.658533;44.24025;JONES BROOK RD;Steel Corrugated;Fair;50;84;30;Ellipse/Squashed
-72.201269803;44.277993992;N COUNTY RD;Steel Corrugated;Fair;18;18;20;Round
-71.927231747;44.558256942;RIDGE RD;Steel Corrugated;Good;12;12;30;Round
-73.207642235;42.811082924;JACKSON CROSS RD;Mixed;Fair;30;30;36;Round
-72.883596866;44.501759247;BEARTOWN RD;Steel Corrugated;Good;15;15;30;Round
-71.959829119;44.971167846;CROSS RD;Plastic Smooth;Good;18;18;25;Round
-73.275478488;44.191922467;WALKER RD;Plastic Corrugated;Excellent;15;15;35;Round
-72.698620167;44.917142108;WOODWARD NBRHD RD;Steel Corrugated;Good;24;24;39;Round
-72.638350813;43.395430112;TWENTY MILE STREAM RD;Plastic Corrugated;Good;18;18;50;Round
-72.786683401;44.467323479;NEBRASKA VALLEY RD;Steel Corrugated;Good;18;18;31;Round
-72.460031097;44.508588035;BROWN HILL RD;Plastic Corrugated;Unknown;24;24;70;Round
-72.401352204;44.567338541;LAKE WAPANAKI RD;Plastic Corrugated;Excellent;18;18;35;Round
-72.270322837;43.861051098;BARKER RD;Steel Corrugated;Unknown;1;1;1;Round
-72.358784379;44.616634415;LAKE RD;Steel Corrugated;Good;36;36;40;Round
-72.413367224;44.536618232;MARSH RD;Steel Corrugated;Good;15;15;28;Round
-72.763318762;43.050233618;E HILL RD;Plastic Smooth;Good;18;18;30;Round
-72.297535196;44.584807141;CRAFTSBURY RD;"Pipe, Plastic";Good;12;12;40;Round
-72.632055;43.93547;FISH HILL RD;Steel Corrugated;Good;30;30;50;Round
-72.103798457;44.428232448;PARKER RD;Steel Corrugated;Excellent;15;15;62;Round
-72.634031583;44.072641975;NORTHFIELD RD;"Pipe, Metal";Good;18;18;25;Unknown
-72.71017;44.222269;MORETOWN MOUNTAIN RD;Steel Corrugated;Good;48;48;40;Round
-72.93346;44.389871;STAGE RD;Plastic Corrugated;Good;15;15;30;Round
-73.135209;43.741785;HIGH POND RD;Plastic Smooth;Good;15;15;50;Round
-72.82043;44.649587;DEER RUN LOOP;Steel Corrugated;Fair;48;48;80;Round
-72.6234656;42.872089025;SUNSET LAKE RD;Plastic Corrugated;Good;18;18;0;Round
-72.246057064;43.798343977;HAUGER RD;Steel Corrugated;Fair;18;18;40;Round
-72.839753172;43.244758489;SPRUCE HL;Plastic Smooth;Excellent;15;15;40;Round
-73.074785817;44.53435135;COLONEL PAGE RD;"Pipe, Plastic";Good;20;20;38;Round
-73.202593229;42.955567333;AIRPORT RD;"Aluminum, wrought iron, or cast iron";Good;24;24;28;Round
-72.174404709;45.005003197;N DERBY RD;"Pipe, Plastic";Good;15;15;40;Round
-73.098098572;44.581935088;ROLLIN IRISH RD;Plastic Corrugated;Good;15;15;40;Round
-72.162162657;44.164616016;SWAMP RD;Steel Corrugated;Good;18;18;40;Round
-72.355528475;44.015563295;BACKWAY RD;Steel Corrugated;Poor;15;15;34;Round
-72.285449226;44.588915613;BAKER HILL RD;Plastic Corrugated;Good;18;18;30;Round
-72.922123625;42.870363033;NEW ENGLAND POWER RD;Steel Corrugated;Good;15;15;32;Round
-72.619456108;44.554986116;MAC MILLER RD;Steel Corrugated;Fair;18;18;44;Round
-73.003624922;43.600665499;CLEMENT RD;Steel Corrugated;Poor;18;18;40;Round
-72.804678992;45.008412628;POTATO HILL RD;Steel Corrugated;Fair;15;15;30;Round
-72.234023593;44.017687018;WHITE RD;Plastic Corrugated;Fair;18;18;60;Round
-72.238729175;44.139618772;POWDER SPRING RD;Plastic Corrugated;Good;18;18;40;Round
-72.626812997;44.191798553;DARLING RD;Plastic Corrugated;Good;18;18;40;Round
-72.060963415;44.637458039;SHEFFIELD RD;Steel Corrugated;Good;15;15;30;Round
-72.646879351;44.87782186;HILL WEST RD;Other;Poor;24;24;25;Round
-72.718350433;43.164673572;ABBOTT RD;Steel Corrugated;Good;18;18;40;Round
-71.5881091;44.650427949;BEAR HILL RD;Plastic Corrugated;Good;12;12;20;Round
-73.136698081;42.768835023;RISKY RANCH RD;Steel Corrugated;Closed;8;8;20;Round
-73.212320368;44.199394274;Unknown;Steel Corrugated;Excellent;24;24;40;Round
-72.428813676;44.667302128;COLLINSVILLE RD;Steel Corrugated;Good;18;18;40;Round
-72.271093574;44.664980823;MUD ISLAND RD;Steel Corrugated;Good;24;24;37;Round
-72.525903377;43.622169352;RIVER ST;Steel Corrugated;Good;18;18;18;Round
-71.939239339;44.806323189;BASIL HILL RD;Steel Corrugated;Fair;12;12;27;Round
-72.760773563;43.049186244;E HILL RD;Steel Corrugated;Fair;18;18;30;Round
-72.939616315;44.649134265;GOOSE POND RD;Steel Corrugated;Fair;48;48;35;Round
-72.968767;44.341481;KEIR RD;Plastic Corrugated;Good;32;32;40;Round
-73.251140726;44.43337459;CHATEAUGAY RD;Plastic Corrugated;Fair;15;15;45;Round
-72.984354365;43.523979999;WALKER MOUNTAIN RD;Steel Corrugated;Poor;15;15;37;Round
-73.199801;43.745807;CAMP RD;Unknown;Critical;0;0;32;Unknown
-72.512253;43.860559;RUSSELL RD;Steel Corrugated;Poor;12;12;20;Round
-73.128300238;44.596699949;MIDDLE RD;Plastic Corrugated;Good;18;18;45;Round
-72.1825785;44.11872216;SWAMP RD;"Pipe, Plastic";Closed;12;12;48;Round
-73.070117663;44.403908426;CHRISTMAS LN;Mixed;Good;15;15;62;Round
-73.114018914;44.052527967;COBBLE RD;Steel Corrugated;Fair;24;24;31;Round
-73.25034776;43.161827247;W SANDGATE RD;"Aluminum, wrought iron, or cast iron";Poor;24;24;42;Round
-72.952554522;43.636588894;HAWLEY LN;Steel Corrugated;Good;15;15;20;Round
-72.76650944;43.050091207;E HILL RD;Steel Corrugated;Fair;18;18;20;Round
-72.643692;43.938523;HARLOW HL;Plastic Corrugated;Good;18;18;22;Round
-72.744840169;42.944828975;DOVER RD;Plastic Smooth;Excellent;24;24;50;Round
-72.419424411;44.30326186;HOLLISTER HILL RD;Steel Corrugated;Good;15;15;35;Round
-72.762260017;44.319208354;PLEASANT ST;Steel Corrugated;Good;24;24;60;Round
-72.706212552;44.122425122;LITTLE NORTHFIELD RD;Other;Good;15;15;40;Other
-72.494905643;44.375293418;W COUNTY RD;Steel Corrugated;Closed;12;12;138;Round
-72.520776108;43.62781137;RIVER ST;Steel Corrugated;Fair;8;8;8;Drop Inlet
-73.106448317;43.112629979;SUNDERLAND HILL RD;Other;Unknown;0;0;0;Round
-73.178483;44.302936;PRINDLE RD;Steel Corrugated;Poor;15;15;20;Round
-73.07767309;44.486660314;SKYLINE DR;"Pipe, Plastic";Good;8;8;20;Round
-72.740635539;43.28380734;WESTON ANDOVER RD;Steel Corrugated;Good;18;18;65;Round
-72.592855;44.349082;MACEY RD;Steel Corrugated;Fair;18;18;50;Round
-72.976470288;42.784172885;HOWE POND RD;Plastic Smooth;Good;15;15;30;Round
-72.647023894;44.881229727;HILL WEST RD;Steel Corrugated;Fair;15;15;40;Round
-72.667299205;44.032036039;EAGLE PEAK RD;"Pipe, Metal";Good;16;16;25;Unknown
-72.589553915;43.85441273;MORSE RD;Steel Corrugated;Fair;15;15;40;Round
-72.462079;43.914493;FOUNDRY RD;Steel Corrugated;Good;15;15;28;Round
-73.168306202;42.828683765;S STREAM RD;Steel Corrugated;Fair;18;18;40;Round
-73.266687483;43.592973965;W PARK PL;Steel Corrugated;Good;10;10;179;Drop Inlet
-71.982367849;44.634084316;BURKE HILL RD;Steel Corrugated;Fair;12;12;50;Round
-72.772413935;42.782183512;SPRAGUE RD;Plastic Smooth;Unknown;24;24;40;Round
-73.041911;43.550291;PYKA RD;Plastic Smooth;Good;24;24;20;Round
-72.805477639;43.305304252;PARKER LN;Plastic Smooth;Good;18;18;35;Round
-72.709480471;42.799377525;HOUGHTON RD;Steel Corrugated;Poor;12;12;24;Round
-72.22793678;44.806389047;INGALLS DR;Steel Corrugated;Poor;24;24;34;Round
-72.882611305;43.255870405;HAPGOOD POND RD;Steel Corrugated;Good;15;15;40;Round
-72.4613;43.515734;HAMMOND HILL RD;Metal - undefined type;Good;42;42;78;Round
-72.43161639;44.675322101;GRIGGS RD;Plastic Smooth;Good;12;12;30;Round
-73.213995571;44.260082319;CHAMPLIN HILL RD;Plastic Smooth;Excellent;18;18;30;Round
-72.583620025;43.067474757;GRASSY BROOK RD;Plastic Smooth;Excellent;18;18;28;Round
-72.523034023;43.786386382;FRARY RD;Steel Corrugated;Fair;15;15;30;Round
-72.734331738;44.092455045;TOWN GARAGE RD;Plastic Corrugated;Closed;12;12;30;Round
-72.91541372;43.045427447;STRATTON ARLINGTON RD;Plastic Smooth;Good;12;12;30;Round
-72.732719041;43.048035061;WEST HILL RD;Steel Corrugated;Good;24;24;25;Round
-72.871014397;44.53961645;PLEASANT VALLEY RD;Steel Corrugated;Excellent;24;24;60;Round
-72.391599393;44.85194732;LOOP RD;Steel Corrugated;Poor;12;12;30;Round
-73.110459737;44.483528082;ROBINSON PKWY;Unknown;Unknown;18;18;86;Unknown
-72.736525815;44.155638447;WHEELER RD;Other;Fair;24;24;25;Other
-73.271601014;43.595072617;WEST ST;Unknown;Unknown;0;0;31;Drop Inlet
-72.504419606;43.623830335;LINCOLN ST;Plastic Corrugated;Good;18;18;40;Round
-73.027314969;43.662145546;WILLIAMS ST;Steel Corrugated;Good;12;12;94;Drop Inlet
-72.410574267;43.454949164;COLE HILL RD;Concrete Sectional;Good;18;18;50;Round
-72.965442562;43.636490171;POST RD;Steel Corrugated;Good;15;15;30;Round
-73.120877209;43.11614525;BENTLEY HILL RD;Plastic Corrugated;Fair;15;15;34;Round
-72.652015265;43.10973443;ACTON HILL RD;Plastic Smooth;Excellent;18;18;20;Round
-72.71417303;44.479923332;COTTAGE CLUB RD;Steel Corrugated;Good;24;24;35;Round
-73.091292;44.268601;TYLER BRIDGE RD;Steel Corrugated;Good;30;30;71;Round
-72.470750584;44.402063649;DUGAR BROOK RD;Steel Corrugated;Fair;15;15;40;Round
-72.697418963;43.128055166;CHASE RD;Plastic Smooth;Good;15;15;30;Round
-73.313814634;44.912396951;WEST SHORE RD;Plastic Corrugated;Good;14;14;15;Round
-72.510431;43.880599;FALLS HILL RD;Plastic Corrugated;Good;18;18;40;Round
-72.455393;43.893048;TAYLOR RD;Plastic Corrugated;Good;18;18;60;Round
-72.743782087;44.812768075;E BAKERSFIELD RD;Steel Corrugated;Fair;24;24;40;Round
-72.88724821;43.64305754;WHEELERVILLE RD;"Pipe, Plastic";Excellent;18;18;40;Round
-72.144024326;44.30242373;HARVEY MOUNTAIN RD;Steel Corrugated;Urgent;16;16;40;Round
-73.169045358;43.807353813;FIDDLEHILL RD;Steel Corrugated;Fair;12;12;40;Round
-72.268291487;44.723232898;KING RD;Steel Corrugated;Poor;36;36;24;Round
-72.17464551;44.748822177;HUBBARD AVE;Concrete Sectional;Good;0;0;0;Drop Inlet
-73.406001;44.066442;LAKE ST;Plastic Corrugated;Good;16;16;40;Round
-72.680203454;43.470423697;KINGDOM RD;Plastic Corrugated;Excellent;18;18;60;Round
-72.041376105;44.51580031;DIAMOND HILL RD;Steel Corrugated;Good;15;15;34;Round
-72.711552946;43.320383573;E HILL RD;Steel Corrugated;Good;24;24;35;Round
-72.728706112;44.163691445;SUNSET VIEW RD;Other;Poor;15;15;32;Other
-73.27100726;43.598412779;WASHINGTON ST;Unknown;Fair;24;24;57;Drop Inlet
-71.947711168;44.470316573;SEVERANCE HILL RD;Plastic Smooth;Good;24;24;41;Round
-72.354613153;44.421368919;CABOT RD;Steel Corrugated;Fair;15;15;40;Round
-72.597994586;42.94185689;VANDEWATER RD;Steel Corrugated;Good;15;15;35;Round
-72.757428;43.443905;SAWYER HILL RD;Steel Corrugated;Good;18;18;30;Round
-72.633421;44.323024;BROOK RD;Steel Corrugated;Poor;15;15;40;Round
-72.531860591;44.074827019;LIGHTHOUSE HILL RD;Steel Corrugated;Good;24;24;40;Round
-72.782909689;43.278612791;PIPER HILL RD;Plastic Smooth;Good;18;18;9999;Round
-72.087412102;44.179713948;S BAYLEY HAZEN RD;"Pipe, Plastic";Good;12;12;35;Round
-72.075940234;44.649344354;UNION HOUSE RD;Steel Corrugated;Good;15;15;28;Round
-72.159613082;44.214475567;WITHERSPOON RD;Steel Corrugated;Poor;12;12;42;Round
-72.137643208;44.884498371;BUSHEY HILL RD;Plastic Smooth;Excellent;15;15;40;Round
-72.313360481;44.379534439;WHEELER RD;Mixed;Fair;6;6;30;Round
-72.571206996;43.439298563;CHAOS TPKE;Steel Corrugated;Poor;15;15;20;Round
-73.211079;43.653662;CEDAR MOUNTAIN RD;Plastic Smooth;Poor;8;8;18;Round
-72.155847661;43.985143088;KIDDER RD;Steel Corrugated;Fair;12;12;30;Round
-72.613573631;44.688406869;TREE FARM RD;Steel Corrugated;Poor;15;15;30;Round
-72.883025433;43.644641017;WHEELERVILLE RD;Steel Corrugated;Excellent;18;18;24;Round
-73.101133171;44.168568677;MONKTON RD;Steel Corrugated;Good;18;18;42;Round
-72.018500287;44.538321636;COLLEGE RD;Concrete Sectional;Good;18;18;70;Drop Inlet
-72.273579452;45.00159365;LEADVILLE RD;Plastic Smooth;Good;18;18;30;Round
-72.487156705;42.758087395;BLODGETT RD;Plastic Smooth;Good;18;18;36;Round
-72.655774676;43.493101598;READING POND TRL;Plastic Corrugated;Good;15;15;20;Round
-73.085838;43.800777;RIVER ST;Unknown;Fair;0;0;172;Drop Inlet
-72.76418716;42.935555562;HUNTER BROOK RD;Steel Corrugated;Excellent;18;18;30;Round
-73.156592318;44.003432273;MIDDLE RD N;Mixed;Good;12;12;60;Round
-72.999081805;44.614798273;CAMBRIDGE RD;Plastic Corrugated;Good;16;16;25;Round
-72.593050555;44.535767473;RANDOLPH RD;Steel Corrugated;Fair;15;15;45;Round
-71.937840101;44.444664838;OLD CONCORD RD;Steel Corrugated;Good;12;12;30;Round
-73.233582843;43.23612413;EAST ST;Gray Plastic;Excellent;18;18;50;Round
-73.115958399;43.092926347;FLYNN HOLLOW RD;Steel Corrugated;Good;15;15;20;Round
-73.16433;44.30311;PRINDLE RD;Steel Corrugated;Good;48;48;40;Round
-72.379160742;44.645599327;N CRAFTSBURY RD;Steel Corrugated;Good;18;18;50;Round
-72.411559764;44.652513403;WILD BRANCH RD;Concrete Sectional;Good;18;18;70;Round
-72.971864861;43.520549724;MIDDLE RD;Plastic Corrugated;Good;18;18;38;Round
-72.421115185;43.591878346;BROTHERS RD;Steel Corrugated;Good;15;15;30;Round
-71.636524282;44.548791399;FELLOWS RD;Steel Corrugated;Good;24;24;30;Round
-73.188563;43.659437;ROSEWOOD LN;Steel Corrugated;Critical;12;12;29;Round
-72.771529288;43.618952346;ROUNDABOUT RD;Steel Corrugated;Good;18;18;73;Round
-73.206721738;44.230078859;SHELLHOUSE MT RD;Steel Corrugated;Fair;18;18;50;Round
-72.620695163;44.672711292;FOX LOT RD;Steel Corrugated;Good;16;16;34;Round
-72.429114597;43.466277275;ESTEY LN;Plastic Corrugated;Excellent;18;18;30;Round
-72.494350352;43.778454947;HARLOW RD;Steel Corrugated;Good;15;15;40;Round
-72.390034352;43.892888318;TAYLOR VALLEY RD;Steel Corrugated;Poor;15;15;30;Round
-72.435038613;43.524941184;RICE RD;Steel Corrugated;Poor;15;15;30;Round
-72.302508312;44.654676757;SHADOW LAKE RD;Steel Corrugated;Good;18;18;40;Round
-72.651858145;43.055723741;PEAKED MOUNTAIN RD;Gray Plastic;Excellent;18;18;35;Round
-72.096359096;44.052981956;SNAKE RD;Steel Corrugated;Good;24;24;40;Round
-72.642943457;44.215296273;MUZZY RD;Steel Corrugated;Good;48;62;30;Ellipse/Squashed
-73.247962;44.165319;NEW HAVEN RD;Steel Corrugated;Good;36;72;60;Ellipse/Squashed
-72.977864219;44.666261145;SHEPARDSON HOLLOW RD;Steel Corrugated;Good;15;15;20;Round
-72.637582204;43.762886632;FORT DEFIANCE HL;Plastic Corrugated;Good;24;24;40;Round
-72.36975963;43.889415807;JORDAN RD;Plastic Corrugated;Excellent;18;18;36;Round
-73.231350738;43.916599676;S BINGHAM ST;Metal - undefined type;Closed;12;12;36;Round
-72.629869741;44.982716415;MCALLISTER RD;Steel Corrugated;Poor;12;12;30;Round
-72.788432856;43.905237482;N VIEW DR;Steel Corrugated;Poor;15;15;38;Round
-72.943227759;43.600544164;HITZEL TER;Plastic Corrugated;Good;12;12;100;Round
-73.019297;44.392092;HILLVIEW RD;Steel Corrugated;Good;18;18;25;Round
-73.05864;43.723817;W CREEK RD;Steel Corrugated;Good;15;15;53;Round
-72.645809536;43.483319558;TYSON RD;Steel Corrugated;Fair;15;15;60;Round
-73.026875698;43.22176033;MORSE HILL RD;Metal - undefined type;Good;18;18;47;Round
-72.270831118;43.828772637;POOR FARM RD S;Plastic Smooth;Excellent;18;18;40;Round
-73.192424159;44.235155793;FULLER MOUNTAIN RD;Steel Corrugated;Good;15;15;35;Round
-72.635136397;44.826770953;DEEP GIBOU RD;Concrete Sectional;Good;72;120;40;Box
-72.239578663;44.509746638;COLES POND RD;Concrete Sectional;Fair;36;36;34;Round
-72.810746629;44.126368022;E WARREN RD;Steel Corrugated;Good;18;18;50;Round
-72.904399213;42.869281118;VT ROUTE 9 W;Plastic Smooth;Excellent;18;18;105;Round
-72.460363919;44.999504467;JOURNEYS END RD;Steel Corrugated;Fair;12;12;16;Round
-72.614358071;43.685272943;LAKOTA RD;Steel Corrugated;Good;12;12;30;Round
-73.149858;43.920859;W SALISBURY RD;Steel Corrugated;Good;24;24;50;Round
-72.770044091;43.050019909;E HILL RD;Plastic Smooth;Good;18;18;40;Round
-72.874694725;43.130123834;BENSON FULLER DR;Steel Corrugated;Poor;18;18;35;Round
-73.32652022;43.752060994;FRAZIER HILL RD;Steel Corrugated;Good;48;48;20;Round
-72.58793043;42.998541334;PUTNEY MOUNTAIN RD;Steel Corrugated;Fair;40;40;30;Ellipse/Squashed
-73.078372478;44.438450974;WHITNEY HILL RD;Plastic Corrugated;Good;24;24;25;Round
-72.559352932;43.167523197;CAMBRIDGEPORT RD;Plastic Smooth;Good;36;36;34;Round
-72.18100285;44.977161954;N DERBY RD;Steel Corrugated;Good;12;12;50;Round
-71.705630033;44.999159905;FOREST LAKE RD;Plastic Corrugated;Excellent;18;18;40;Round
-72.607996507;44.483702333;ELMORE MOUNTAIN RD;Plastic Corrugated;Excellent;24;24;45;Round
-73.030146553;43.660120317;OAK ST;Concrete Poured;Good;12;12;18;Drop Inlet
-72.657823797;44.439541921;UPPER PINNACLE RD;Steel Corrugated;Poor;18;18;42;Round
-72.700883186;44.900649263;WOODWARD NBRHD RD;Steel Corrugated;Good;18;18;33;Round
-72.481934307;43.981986571;BROOK RD;Steel Corrugated;Fair;15;15;30;Round
-73.314375987;44.187975023;JERSEY ST;Steel Corrugated;Good;15;15;40;Round
-73.081349017;44.530305137;TOWERS RD;Steel Corrugated;Fair;18;18;35;Round
-72.899287577;42.898078037;HOWES LOOP;Plastic Corrugated;Excellent;18;18;42;Round
-72.678046753;44.422340666;STOWE HOLLOW RD;Steel Corrugated;Fair;15;15;33;Round
-72.45358768;44.800104511;LOWER VILLAGE RD;Steel Corrugated;Fair;14;14;57;Drop Inlet
-72.850206;44.226936;Add Road Name in App;Plastic Corrugated;Fair;18;18;40;Round
-72.847563;44.220248;CENTER FAYSTON RD;Aluminum Corrugated;Poor;15;15;60;Round
-72.998980328;43.241284811;MAD TOM RD;Metal - undefined type;Good;48;48;31;Round
-73.396207967;43.956587737;LAKE ST;Steel Corrugated;Fair;15;15;37;Round
-72.493688781;43.636238942;BRITTON LN;Steel Corrugated;Good;36;36;30;Round
-72.875028795;43.079821089;MOUNTAIN RD;Steel Corrugated;Good;24;24;50;Round
-73.132764141;44.316820571;BALDWIN RD;Steel Corrugated;Good;16;16;25;Round
-72.52677875;42.977561279;WESTMINSTER RD;Steel Corrugated;Excellent;15;15;53;Round
-73.212204933;44.587297675;BRICKYARD RD;Steel Corrugated;Good;24;24;30;Round
-72.052803271;44.296410662;CHURCH ST;Plastic Corrugated;Excellent;18;18;27;Drop Inlet
-73.180772;44.341488;CARPENTER RD;Plastic Corrugated;Good;18;18;30;Round
-72.222924709;44.117359876;LIME KILN RD;Steel Corrugated;Good;24;24;25;Round
-72.800892421;42.741785803;MCMILLAN RD;Plastic Smooth;Unknown;18;18;40;Round
-73.131145658;43.05751436;SOUTH RD;Steel Corrugated;Critical;12;12;30;Round
-73.254256632;42.833850985;MOUNT ANTHONY RD;Plastic Corrugated;Fair;18;18;30;Round
-72.345472359;44.598451729;HARRINGTON RD;"Pipe, Plastic";Good;24;24;40;Round
-72.525067;43.494934;DELANO RD;Steel Corrugated;Good;18;18;40;Round
-72.163113258;44.05160639;WRIGHTS MOUNTAIN RD;Steel Corrugated;Good;36;36;40;Round
-73.216094;43.370576;BETTS BRIDGE RD;Plastic Smooth;Fair;18;18;30;Round
-72.143367166;44.198194819;STONE RD;Steel Corrugated;Good;12;12;48;Round
-73.274136796;42.940939404;S STATELINE RD;"Aluminum, wrought iron, or cast iron";Good;24;24;33;Round
-72.703625244;43.777562261;LAURY RD;Steel Corrugated;Good;40;40;60;Round
-72.330545849;44.635249043;CRAFTSBURY RD;Concrete Sectional;Poor;18;18;46;Round
-72.806831654;43.253177671;HELLS PEAK RD;Steel Corrugated;Fair;12;12;36;Round
-72.789240554;44.79205535;KING RD;Steel Corrugated;Fair;12;12;30;Round
-72.644688589;43.11665729;GRAFTON RD;Steel Corrugated;Fair;30;30;30;Round
-73.130998;43.587394;BIRDSEYE RD;Steel Corrugated;Good;14;22;38;Ellipse/Squashed
-72.58998;44.298025;PORTAL RD;Plastic Corrugated;Good;18;18;40;Round
-72.049709162;44.464293607;CREPEAULT HILL RD;Steel Corrugated;Good;24;24;56;Round
-72.40077804;43.738936646;TIGERTOWN RD;Steel Corrugated;Good;12;12;20;Round
-73.197899664;44.974014931;CHURCH RD;Plastic Corrugated;Urgent;16;16;30;Round
-72.832974147;42.84697689;SHEARER HILL RD;Plastic Smooth;Excellent;18;18;58;Round
-72.993321291;44.95797823;FRANKLIN RD;Other;Good;60;60;60;Other
-73.113335;44.20563;BRISTOL RD;Steel Corrugated;Fair;24;24;34;Round
-72.305173653;44.822805675;BACK COVENTRY RD;Steel Corrugated;Poor;12;12;40;Round
-72.942870019;44.964224486;HANNA RD;Steel Corrugated;Good;15;15;50;Round
-72.509087235;43.553624249;MORLEY RD;Plastic Corrugated;Good;18;18;40;Round
-72.542598372;44.304646986;NORTH ST;Steel Corrugated;Closed;15;15;28;Round
-72.307296094;43.70939905;MAIN ST;Steel Corrugated;Good;18;18;25;Round
-73.083806638;44.908732514;RUSTIC WALK;Steel Corrugated;Urgent;12;12;30;Round
-73.001367826;43.239693287;MAD TOM RD;Metal - undefined type;Poor;24;24;63;Round
-72.265719999;43.854451396;SAWNEE BEAN RD;Plastic Smooth;Fair;18;18;50;Round
-72.076015307;44.474443265;GOSS HOLLOW RD;Plastic Corrugated;Excellent;18;18;40;Round
-73.17651673;43.917657495;SWAMP RD;Plastic Smooth;Excellent;36;36;40;Round
-72.983633;44.319226;EAST ST;Plastic Corrugated;Good;12;12;40;Round
-72.230808496;44.029589964;HAYWARD RD;Plastic Corrugated;Fair;18;18;40;Round
