longitude;latitude;Road name;Culvert material;Overall condition;Height (in.);Width (in.);Length (ft.);Culvert type
-72.524219;43.964207;CHELSEA MOUNTAIN RD;Steel Corrugated;Critical;15;15;47;Round
-73.04913387;44.342073481;TEXAS HILL RD;Steel Corrugated;Good;16;16;20;Round
-72.809762539;43.322348733;MOSES POND RD;Steel Corrugated;Fair;18;18;34;Round
-71.597404574;44.785181446;FULLER RD;Plastic Smooth;Good;18;18;60;Round
-72.857933942;43.279525531;LANDGROVE RD;Plastic Corrugated;Excellent;18;18;67;Round
-72.619618;44.276236;LOWER SUNNY BROOK RD;Steel Corrugated;Fair;18;18;42;Round
-72.624563443;43.589336814;N BRIDGEWATER RD;Plastic Smooth;Good;15;15;60;Round
-72.5950933;44.872894475;HAZENS NOTCH RD;Steel Corrugated;Fair;36;36;50;Round
-73.153596269;43.070428629;EAST ARLINGTON RD;Concrete Sectional;Good;24;24;75;Round
-72.822403908;43.77398234;UPPER MICHIGAN RD;Plastic Corrugated;Good;15;15;35;Round
-72.735484991;43.208827428;ROUTE 121;Steel Corrugated;Excellent;48;48;60;Round
-73.227820996;42.788945585;MANN HILL RD N;Steel Corrugated;Fair;18;18;32;Round
-72.777899425;43.643335134;PRIOR DR;Plastic Smooth;Excellent;18;18;40;Round
-72.507545634;44.159026404;HOLDEN RD;Plastic Corrugated;Good;15;15;50;Round
-72.529410792;43.0097471;WESTMINSTER RD;Steel Corrugated;Excellent;48;48;40;Round
-72.325749099;44.442153551;COITS POND RD;Plastic Corrugated;Good;15;15;34;Round
-72.343312954;43.696987342;JERICHO ST;"Pipe, Plastic";Good;72;72;40;Round
-73.033728863;44.725524959;AUSTIN RD;Steel Corrugated;Unknown;15;15;35;Round
-72.520010032;43.693101128;POMFRET RD;Steel Corrugated;Poor;18;18;40;Round
-72.446032676;44.334035289;PEKIN BROOK RD;Steel Corrugated;Closed;15;15;40;Round
-72.645122968;44.864874496;HILL WEST RD;Steel Corrugated;Fair;24;24;34;Round
-72.273760725;44.223126577;SEYON POND RD;Plastic Smooth;Excellent;18;18;28;Round
-72.366982228;44.02285107;BACKWAY RD;Steel Corrugated;Fair;15;15;30;Round
-72.716149597;44.441775538;MOSCOW RD;Plastic Corrugated;Good;18;18;16;Round
-72.638889215;43.373245671;BAILEY HILL RD;Steel Corrugated;Good;18;18;60;Round
-72.930931309;45.000492753;PIDGEON HILL RD;Steel Corrugated;Critical;60;60;50;Round
-72.446740693;43.945957006;BICKNELL HILL RD;Steel Corrugated;Good;48;46;60;Ellipse/Squashed
-72.883533011;44.147646613;SUGARBUSH WOODS RD;Steel Corrugated;Good;15;15;30;Round
-72.026644523;44.542576386;CALISTA AVE;Steel Corrugated;Fair;15;15;50;Round
-73.017285303;44.543297682;CATELLA RD;Steel Corrugated;Good;18;18;30;Round
-72.635364693;43.094803905;ATHENS RD;Steel Corrugated;Poor;15;15;40;Round
-72.563020941;44.250806885;BARRE ST;Steel Corrugated;Good;18;18;44;Round
-72.64869155;43.783142341;MASTERSON RD;Plastic Corrugated;Good;18;18;30;Round
-72.089340755;44.537947184;BURROUGHS RD;Steel Corrugated;Fair;84;80132;60;Ellipse/Squashed
-73.00067972;45.004182259;GORE RD;Other;Good;15;15;60;Other
-72.522539432;43.982771376;GILBERT ST;"Pipe, Metal";Fair;18;18;40;Unknown
-72.770744481;44.943877973;RESERVOIR RD;Plastic Corrugated;Good;24;24;35;Round
-72.910453394;42.867229262;WOODS RD;Plastic Smooth;Excellent;24;24;20;Round
-73.351378;44.016739;RATTLIN BRIDGE RD;Plastic Smooth;Excellent;36;36;40;Round
-72.312086673;44.572386234;LAKE SHORE RD;"Pipe, Plastic";Good;18;18;40;Round
-72.698728609;44.442953005;GOLD BROOK RD;Plastic Corrugated;Excellent;18;18;25;Round
-72.553568789;43.568455464;FLETCHER HILL RD;Steel Corrugated;Fair;12;12;30;Round
-72.94525542;44.802841036;CHURCH RD;Steel Corrugated;Fair;12;12;34;Round
-72.22538323;44.664182119;SHADOW LAKE RD;Steel Corrugated;Good;15;15;32;Round
-72.917139;44.349562;HONEY HOLLOW RD;Steel Corrugated;Excellent;20;25;25;Ellipse/Squashed
-73.14318;43.416215;LAMB HILL RD;Plastic Smooth;Good;15;15;35;Round
-72.512280137;43.536129429;REEVES RD;Steel Corrugated;Good;15;15;40;Round
-72.236113287;44.596817429;SALLS RD;Steel Corrugated;Good;72;120;50;Arch
-71.985230228;44.863465572;W ECHO LAKE RD;Plastic Smooth;Good;15;15;20;Round
-72.387501404;44.535631911;W HILL RD;Concrete Sectional;Fair;24;24;35;Round
-72.317150011;44.913573153;COLLINS MILL RD;Steel Corrugated;Good;24;24;40;Round
-72.051876256;44.850840884;ALLEN FARM RD;Steel Corrugated;Critical;20;20;30;Round
-72.450063671;43.811933942;FAY BROOK RD;Steel Corrugated;Critical;12;12;35;Round
-72.243268234;44.134978923;CURRIER RD;Steel Corrugated;Good;18;18;20;Round
-72.907138089;44.536942546;UPPER ENGLISH SETTLEMENT RD;Steel Corrugated;Good;18;18;20;Round
-72.605496056;42.935064395;EAST WEST RD;Steel Corrugated;Good;15;15;50;Round
-72.581480387;44.97398621;STEVENS MILLS SLIDE RD;Concrete Poured;Good;72;72;30;Round
-72.290923431;44.001733786;CHELSEA RD;Concrete Poured;Good;15;15;42;Round
-71.941970178;44.390849711;DUCK POND RD;Steel Corrugated;Fair;15;15;50;Round
-72.584066628;44.206799016;BROOKFIELD RD;Plastic Corrugated;Good;18;18;40;Round
-72.976722122;44.500230215;OUTLOOK LN;Steel Corrugated;Good;18;18;30;Round
-72.835259909;44.328421981;SCRABBLE HILL RD;Plastic Corrugated;Critical;18;18;40;Round
-72.937474327;44.542069705;POKER HILL RD;"Pipe, Plastic";Good;18;18;40;Round
-72.370581155;44.276873838;GUYETTE RD;Steel Corrugated;Fair;15;15;50;Round
-73.323677682;44.724927281;ADAMS SCHOOL RD;Steel Corrugated;Good;18;18;20;Round
-72.555265475;44.327761872;SANDERS CIR;Unknown;Unknown;15;15;360;Unknown
-72.730475763;43.398550954;TRAILSIDE RD;Plastic Corrugated;Excellent;24;24;40;Round
-72.272838665;43.859232602;SAWNEE BEAN RD;Plastic Smooth;Fair;48;48;40;Round
-73.240009661;42.776611038;BURRINGTON RD;Concrete Sectional;Fair;15;15;36;Round
-72.757811;44.250873;Add Road Name in App;Steel Corrugated;Good;18;18;60;Round
-72.558179606;44.267701642;MAIN ST;Steel Corrugated;Good;15;15;42;Round
-72.204113433;43.840299764;TURNPIKE RD S;Plastic Smooth;Good;48;48;40;Round
-72.94401365;42.774902844;E MAIN ST;Steel Corrugated;Fair;15;15;32;Round
-72.818773747;43.339510733;JENNY COOLIDGE RD;Steel Corrugated;Fair;30;30;34;Round
-73.273392219;43.601204608;AIRPORT RD;Unknown;Unknown;0;0;98;Drop Inlet
-71.942292086;44.597186985;BURKE HOLLOW RD;Steel Corrugated;Fair;12;12;36;Round
-72.517161416;43.624064538;HIGH ST;Steel Corrugated;Good;12;12;12;Drop Inlet
-71.883546899;44.815432882;RAILROAD ST;Steel Corrugated;Good;12;12;30;Drop Inlet
-72.665573326;43.625557663;CHATEAUGUAY RD;Steel Corrugated;Fair;15;15;80;Round
-72.586605268;43.313243363;TREBO RD;Steel Corrugated;Good;36;36;50;Round
-72.688980737;43.454728881;PETTINER HILL RD;Plastic Corrugated;Good;18;18;32;Round
-72.883171042;43.871262781;BINGO RD;Plastic Corrugated;Good;18;18;32;Round
-72.574629232;43.207853465;ANDERSON RD;Plastic Smooth;Excellent;18;18;27;Round
-73.204119484;44.421301325;ALLEN RD;Plastic Smooth;Good;24;24;40;Round
-72.793044;44.678595;QUINN RD;Plastic Smooth;Good;18;18;25;Round
-72.511084091;43.566493266;BRYANT RD;Steel Corrugated;Good;48;48;40;Round
-72.675261357;44.961171093;GUILMETTE RD;Plastic Corrugated;Good;12;12;20;Round
-72.596586561;43.866524619;CHRISTIAN HILL RD;Steel Corrugated;Fair;18;18;35;Round
-72.832311;44.241771;N FAYSTON RD;Metal - undefined type;Critical;18;18;45;Round
-72.71630605;43.627103747;BRIDGEWATER HILL RD;Steel Corrugated;Fair;18;18;25;Round
-71.533438677;44.997415426;POWER HOUSE RD;Steel Corrugated;Fair;6;6;36;Round
-72.742252757;42.825785051;MOSS HOLLOW RD;Plastic Corrugated;Good;18;18;40;Round
-72.3043429;43.705458615;MCKENNA RD;Mixed;Good;1;1;1;Drop Inlet
-73.085103;43.800787;E PROSPECT ST;Unknown;Good;0;0;69;Drop Inlet
-72.591526554;44.208311119;BLACK RD;Plastic Corrugated;Good;15;15;30;Round
-72.648123821;42.924924923;HILL RD;Steel Corrugated;Good;18;18;20;Round
-73.226986439;42.775425266;LADD RD;Steel Corrugated;Good;18;18;34;Round
-72.650332833;43.700711877;CHATEAUGUAY RD;Steel Corrugated;Fair;15;15;40;Round
-73.01007062;43.52615853;QUARTERLINE RD;Plastic Corrugated;Good;15;15;28;Round
-72.75093591;43.020564664;TOWNSHEND DAM RD;Steel Corrugated;Fair;15;15;30;Round
-72.950500972;43.65408018;COLONIAL DR;Steel Corrugated;Good;15;15;36;Round
-72.887823057;44.735754096;TAYLOR RD;Steel Corrugated;Good;24;24;50;Round
-72.097007544;44.05677365;SNAKE RD;Concrete Sectional;Fair;12;12;40;Round
-72.572400213;44.217283778;PAINE TPKE N;Aluminum Corrugated;Good;24;24;80;Round
-72.85922836;43.993022905;W HILL EXT;Plastic Corrugated;Fair;18;18;32;Round
-73.387219;43.910776;LAKE ST;Plastic Corrugated;Good;48;48;50;Round
-72.424461436;44.205004787;LADD RD;Steel Corrugated;Fair;15;15;60;Round
-72.47582934;43.041536113;PINE BANKS RD;Steel Corrugated;Fair;36;36;38;Unknown
-72.562321082;44.27939998;GIDNEY PL;Steel Corrugated;Good;12;12;30;Round
-72.884200876;44.124005507;W HILL EXT;Plastic Corrugated;Closed;18;18;50;Round
-72.086712367;44.45611784;N DANVILLE RD;Plastic Corrugated;Poor;15;15;40;Round
-72.218276586;44.737981206;ROARING BROOK RD;Steel Corrugated;Excellent;36;36;56;Round
-73.206590642;44.382662383;VISTA DR;Steel Corrugated;Poor;12;12;20;Round
-72.128395911;44.598975023;ALLARD HL;Steel Corrugated;Good;18;18;40;Round
-73.193725;43.601893;SAND HILL RD;Steel Corrugated;Good;18;18;20;Round
-72.863707699;43.993450346;W HILL RD;Plastic Corrugated;Good;15;15;30;Round
-72.784399396;43.295552942;CHESTER MOUNTAIN RD;Steel Corrugated;Fair;18;18;60;Round
-73.072551188;44.362749912;RICHMOND RD;"Pipe, Plastic";Good;36;36;50;Round
-71.913680405;44.512642331;KIRBY MOUNTAIN RD;Steel Corrugated;Good;15;15;30;Round
-73.070481408;43.184333937;WEST RD;Metal - undefined type;Good;18;18;41;Round
-72.022223386;44.375151247;HALE RD;Steel Corrugated;Good;0;0;0;Drop Inlet
-72.788341067;43.663813296;W HILL RD;Plastic Smooth;Good;24;24;110;Round
-72.817272778;42.911677202;OLD TOWN RD;Steel Corrugated;Fair;15;15;30;Round
-72.676765832;43.290629398;POTASH BROOK RD;Plastic Corrugated;Good;18;18;30;Round
-72.027138801;44.541156029;MOUNTAIN VIEW AVE;Steel Corrugated;Fair;15;15;50;Round
-72.011061697;44.559636512;DOLLYS RD;Steel Corrugated;Critical;12;12;28;Round
-71.642086407;44.973948528;CANAAN HILL RD;Plastic Corrugated;Excellent;24;24;40;Round
-72.308499298;44.694289952;HARTWELL POND RD;Steel Corrugated;Excellent;18;18;30;Round
-73.245323101;44.245502962;QUAKER ST;Steel Corrugated;Poor;18;18;40;Round
-72.544209257;43.033104837;WEST RD;Plastic Corrugated;Good;24;24;39;Unknown
-72.50325749;44.192637737;FAIRVIEW ST;Stone;Good;71;55;75;Box
-72.766598478;42.821855099;HATCH SCHOOL RD;Steel Corrugated;Poor;48;48;40;Round
-72.582097269;44.869975151;HAZENS NOTCH RD;Steel Corrugated;Poor;24;24;50;Round
-72.697719928;44.651841676;FOOTE BROOK RD;Steel Corrugated;Fair;16;16;34;Round
-72.964191646;43.634937432;ANNETTE TER;"Pipe, Plastic";Good;6;6;100;Round
-72.514111376;43.816043013;S WINDSOR ST;Steel Corrugated;Good;15;15;35;Round
-72.449897269;44.521464844;GATES FARM RD;Plastic Corrugated;Excellent;18;18;30;Round
-72.498567;43.4535;WESTGATE RD;Plastic Corrugated;Good;15;15;20;Round
-72.210245394;44.100128029;POWERS RD;Steel Corrugated;Good;18;18;35;Round
-72.457153153;43.113362585;COVERED BRIDGE RD;Steel Corrugated;Fair;15;15;321;Round
-71.986809357;44.543510932;LILY POND RD;Plastic Smooth;Good;15;15;40;Round
-72.051918609;44.296312913;CHURCH ST;Plastic Corrugated;Excellent;18;18;30;Drop Inlet
-72.238848463;44.123908795;WILLEY HILL RD;Steel Corrugated;Fair;1;24;1;Round
